,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Emisión (kg CO₂)
2016-04-24,6,574218.06,130558.97,677248.32657,51433.9605,1302900.34707,812520.0
2016-04-25,0,641262.4,127820.88,705901.57176,50545.95537,1397709.92713,871680.0
2016-04-26,1,643962.14,139631.48,603462.96786,54007.12388000001,1301432.23174,811640.0
2016-04-27,2,657010.69,127732.85,652847.66193,53532.348860000006,1363390.70079,850270.0
2016-04-28,3,648057.29,128373.79,613282.11533,53034.12816000001,1314373.53349,819680.0
2016-04-29,4,644102.84,126296.78,626754.79274,48151.5653,1319009.19804,822600.0
2016-04-30,5,601447.89,79907.94,522691.58103,50449.24194,1174588.71297,732520.0
2016-05-01,6,564723.44,130027.76,491148.6983,47442.33348,1103314.47178,688080.0
2016-05-02,0,633586.7,154801.36000000002,643448.69045,44127.70047,1321163.09092,829540.0
2016-05-03,1,698031.64,150491.87,760072.55113,43140.0512,1501244.24233,936250.0
2016-05-04,2,730567.42,142850.5,873245.21488,42559.77062,1646372.4055,1026740.0
2016-05-05,3,722456.92,138103.19,856704.30667,44165.7997,1623327.0263699999,1012360.0
2016-05-06,4,658743.03,132170.72,651323.74583,45493.41133,1355560.18716,845370.0
2016-05-07,5,589106.01,126256.4,533176.28558,48775.80653,1171058.10211,730310.0
2016-05-08,6,562119.5,128099.27,547074.37931,46598.289000000004,1155792.16831,720810.0
2016-05-09,0,601602.715,128775.68000000001,625871.81472,43142.98191,1270617.51163,798940.0
2016-05-10,1,667167.15,148104.66,726308.40154,40801.34462,1434276.89616,894490.0
2016-05-11,2,668412.59,138960.33,775944.03356,38087.50716,1482444.13072,924510.0
2016-05-12,3,688457.31,140451.41,856708.59741,39655.43701,1584821.34442,988340.0
2016-05-13,4,706283.55,136474.62,904646.71421,38708.81768,1649639.08189,1028770.0
2016-05-14,5,678756.42,123500.22,846789.91884,34661.507170000004,1560207.84601,972990.0
2016-05-15,6,621374.01,150248.14,774830.48102,36818.509730000005,1433023.0007500001,893700.0
2016-05-16,0,635851.21,146644.7,767212.30732,36466.824530000005,1439530.34185,887950.0
2016-05-17,1,663182.54,139149.74,735853.71539,40194.68765,1439230.94304,897570.0
2016-05-18,2,658110.37,112597.14,711586.83743,39171.869860000006,1408869.07729,878600.0
2016-05-19,3,670735.1,146535.28,771593.15286,38327.82538,1480656.07824,923390.0
2016-05-20,4,681476.55,144749.15,821376.25269,38178.35917,1541031.16186,961040.0
2016-05-21,5,632209.45,153527.575,716210.18012,40209.3412,1388628.97132,866010.0
2016-05-22,6,583676.05,156913.31,645077.97587,41384.55591,1270138.5817800001,792120.0
2016-05-23,0,626310.87,153019.83,676549.21731,40936.15728000001,1343796.24459,808920.0
2016-05-24,1,652784.15,150919.44,705596.61269,43260.21031,1401640.973,874100.0
2016-05-25,2,652350.47,147835.29,693305.26041,45056.73554,1390712.46595,867320.0
2016-05-26,3,642926.75,152016.61,659158.70741,45068.458380000004,1347153.91579,840110.0
2016-05-27,4,642423.6,147821.34,712293.7896,41024.07858,1395741.46818,870420.0
2016-05-28,5,636328.16,145203.08000000002,720934.28486,41270.25822,1398532.70308,872170.0
2016-05-29,6,610489.39,150895.34,732662.42476,40393.97593,1383545.79069,862840.0
2016-05-30,0,548218.88,142282.29,662333.36263,42000.00501,1252552.24764,781140.0
2016-05-31,1,691299.59,148611.43,832693.53665,41431.447270000004,1565424.5739199999,976270.0
2016-06-01,2,730570.66,143132.25,903916.54984,36874.19322,1671361.40306,1042310.0
2016-06-02,3,745726.63,138438.81,959749.62824,36598.70648,1742074.96472,1086430.0
2016-06-03,4,755389.84,137368.52,965002.7249500001,34084.1573,1754476.72225,1094160.0
2016-06-04,5,711335.29,134566.16,940171.64985,33289.934890000004,1684796.87474,1050700.0
2016-06-05,6,737764.9,135609.37,984654.20864,33134.607260000004,1755553.7159,1094820.0
2016-06-06,0,762200.54,136199.33000000002,1089262.16848,33527.322400000005,1884990.03088,1175530.0
2016-06-07,1,755755.11,139312.47,1029420.37831,35379.53112,1820555.0194299999,1135320.0
2016-06-08,2,789085.71,129011.02,1076001.49583,32199.71077,1897286.9166,1183200.0
2016-06-09,3,791303.63,131343.48,1097369.20518,32756.545670000003,1921429.38085,1198270.0
2016-06-10,4,780297.77,103424.74,1094335.96853,34175.00931,1908808.74784,1190370.0
2016-06-11,5,746721.23,116256.86,1024942.21738,34978.023850000005,1806641.47123,1126700.0
2016-06-12,6,661498.58,137611.71,865929.3625,35458.66029,1562886.60279,974660.0
2016-06-13,0,700049.67,145580.84,958374.19988,38081.64574,1696505.51562,1058000.0
2016-06-14,1,713405.57,146585.11000000002,920870.49453,38395.23171000001,1672671.29624,1043120.0
2016-06-15,2,716094.51,142346.92,927918.21083,37524.810840000006,1681537.53167,1048660.0
2016-06-16,3,727449.18,144760.89,936640.23015,34664.437880000005,1698753.84803,1059390.0
2016-06-17,4,725506.27,138986.46,966961.72912,35156.79716,1727624.79628,1077360.0
2016-06-18,5,713025.03,136584.58,934283.80498,35259.37201000001,1682568.2069899999,1049300.0
2016-06-19,6,731023.7,132899.18,1040604.86035,31845.094860000005,1803473.65521,1124700.0
2016-06-20,0,810076.59,126432.81,1223247.91068,29377.43704,2062701.93772,1286340.0
2016-06-21,1,832189.0700000001,126365.43,1193121.60521,26956.67058,2052267.34579,1279860.0
2016-06-22,2,821593.2,128251.92,1171442.7116999999,28808.879300000004,2021844.791,1260880.0
2016-06-23,3,819439.24,109127.51,1178801.47148,30247.857910000002,2028488.56939,1265030.0
2016-06-24,4,808162.26,125130.56999999999,1168806.12231,30795.900680000002,2007764.28299,1252070.0
2016-06-25,5,770917.91,130951.32,1049462.00281,30743.147900000004,1851123.0607099999,1154420.0
2016-06-26,6,746639.37,79266.83,1054499.01504,31894.916930000003,1833033.30197,1143150.0
2016-06-27,0,844827.89,101782.06,1266974.73651,32574.841650000002,2144377.46816,1337290.0
2016-06-28,1,884051.36,125503.02,1300759.10885,31326.359190000003,2216136.82804,1382030.0
2016-06-29,2,895271.12,111724.08,1321367.42756,32856.18981,2249494.73737,1402820.0
2016-06-30,3,851889.6699999999,60250.21,1215754.62565,34529.62522,2102173.92087,1310970.0
2016-07-01,4,838307.83,102774.72,1212193.90934,34526.69451,2085028.43385,1300260.0
2016-07-02,5,777763.99,129091.31,1056997.4215,33832.11624,1868593.52774,1165310.0
2016-07-03,6,731051.67,131032.14,1022615.29984,32935.318980000004,1786602.28882,1114150.0
2016-07-04,0,672363.07,131297.44,972988.28447,32091.274500000003,1677442.62897,1046100.0
2016-07-05,1,825703.52,133764.75,1158062.81275,31692.697940000002,2015459.0306900002,1256920.0
2016-07-06,2,830859.87,132905.96,1153434.8276199999,31713.212910000002,2016007.91053,1257230.0
2016-07-07,3,845871.85,133424.11000000002,1179313.33566,32595.356620000002,2057780.54228,1283280.0
2016-07-08,4,802599.78,135126.91,1087009.31896,31373.250550000004,1920982.3495099999,1197970.0
2016-07-09,5,779162.7,133407.52,1052510.32739,30728.49435,1862401.52174,1161480.0
2016-07-10,6,736965.7,133501.92,1034937.98859,31883.194090000005,1803786.8826799998,1124920.0
2016-07-11,0,777569.34,127348.44,1117348.96565,31933.016160000003,1926851.32181,1201650.0
2016-07-12,1,790830.47,130277.68000000001,1066110.10918,32753.614960000003,1889694.19414,1178460.0
2016-07-13,2,815608.24,132422.66,1099380.57748,32023.86817,1947012.6856499999,1214220.0
2016-07-14,3,842848.8200000001,131660.91,1173955.9599,31115.34807,2047920.12797,1277150.0
2016-07-15,4,831642.83,128695.3,1183486.04514,31083.11026,2046211.9854000001,1276090.0
2016-07-16,5,795437.29,128815.06,1113434.57982,31563.746700000003,1940435.61652,1210090.0
2016-07-17,6,749402.32,77815.66,1092317.73808,32460.543960000003,1874180.60204,1168760.0
2016-07-18,0,851454.09,116115.28,1339189.05132,33990.37458,2224633.5159,1387340.0
2016-07-19,1,874690.67,126686.16,1323284.1925599999,32864.98194,2230839.8445,1391250.0
2016-07-20,2,878809.6,115915.89,1303378.3946,32645.178690000004,2214833.17329,1381240.0
2016-07-21,3,890161.43,127056.63,1324300.50005,31651.668000000005,2246113.59805,1400760.0
2016-07-22,4,883113.26,117544.55,1324985.57648,31338.08203,2239436.9185099998,1396580.0
2016-07-23,5,834671.63,127691.14,1216742.55095,31080.179550000004,2082494.3605,1298700.0
2016-07-24,6,799353.46,127532.68,1204174.58662,31370.319840000004,2034898.36646,1269020.0
2016-07-25,0,872871.02,120860.26,1356933.5121,31531.508890000005,2261336.04099,1410220.0
2016-07-26,1,894239.8,121930.26000000001,1317515.89052,31338.08203,2243093.77255,1398870.0
2016-07-27,2,921069.13,121537.21,1400407.43046,31552.02386,2353028.58432,1467390.0
2016-07-28,3,899493.63,112106.83,1353492.51447,31604.77664,2284590.92111,1424730.0
2016-07-29,4,903687.09,122575.31,1398137.03111,31229.645760000003,2333053.76687,1456350.0
2016-07-30,5,809163.26,124620.52,1171550.05054,33040.82454,2013754.13508,1255830.0
2016-07-31,6,793653.63,119996.84,1237408.30227,31971.115390000003,2063033.04766,1286540.0
2016-08-01,0,833456.83,104573.22,1315546.5112,33410.094000000005,2182413.4352,1361030.0
2016-08-02,1,892309.36,75584.06,1398779.62218,34529.62522,2325618.6074,1450290.0
2016-08-03,2,888682.47,106272.67,1375429.16891,34221.90067,2298333.53958,1433280.0
2016-08-04,3,888264.42,111194.49,1380960.70651,33081.85448,2302306.98099,1435760.0
2016-08-05,4,856458.96,85455.03,1308645.8055,32753.614960000003,2197858.38046,1370650.0
2016-08-06,5,819367.62,127119.68,1199239.98943,32281.770650000002,2050889.38008,1278990.0
2016-08-07,6,789578.02,127592.14,1185976.0108,31833.372020000003,2007387.40282,1251860.0
2016-08-08,0,813965.7,128290.49,1195737.12777,31639.945160000003,2041342.77293,1273030.0
2016-08-09,1,896943.97,103617.09999999999,1356610.93286,32765.337800000005,2286320.24066,1425810.0
2016-08-10,2,898057.21,109135.25,1358322.55125,33808.670560000006,2290188.43181,1428250.0
2016-08-11,3,887577.46,98980.6,1343487.2121899999,33638.68938,2264703.36157,1412340.0
2016-08-12,4,878934.11,126204.94,1330892.76485,33169.77578,2242996.65063,1398780.0
2016-08-13,5,819362.16,124634.70999999999,1167418.41962,33163.91436,2019944.49398,1259690.0
2016-08-14,6,762058.3,127012.45,1102055.36149,32806.36774,1896920.02923,1182960.0
2016-08-15,0,844012.68,122145.82,1276444.5052,31135.863040000004,2151593.04824,1334900.0
2016-08-16,1,880647.88,120046.87,1293078.43806,31642.875870000003,2205369.19393,1375330.0
2016-08-17,2,868170.0399999999,108869.07,1271125.81644,31848.025570000005,2171143.88201,1353970.0
2016-08-18,3,862680.82,92921.9,1235736.00394,31944.739000000005,2130361.56294,1328560.0
2016-08-19,4,838208.9,134743.44,1185250.8054,33653.34293,2057113.0483300001,1282870.0
2016-08-20,5,790468.21,117751.63,1099811.621,33395.44045,1923675.27145,1199670.0
2016-08-21,6,729131.73,125451.93,1012637.53567,33328.034120000004,1775097.29979,1107030.0
2016-08-22,0,826222.7,114337.95,1201211.3031,33556.6295,2060990.6326,1285290.0
2016-08-23,1,845918.72,116805.95,1161644.77174,34145.70221,2041709.19395,1273270.0
2016-08-24,2,833993.62,122704.74,1135258.47924,33902.45328,2003154.55252,1249230.0
2016-08-25,3,835904.24,124489.56999999999,1134753.29736,32604.14875,2003261.68611,1249300.0
2016-08-26,4,828504.37,113968.45,1143938.43524,33512.66885,2005955.47409,1250980.0
2016-08-27,5,758174.43,114765.38,983592.14498,33911.24541,1775677.82039,1107370.0
2016-08-28,6,693168.19,129677.92,885787.64579,33430.60897,1612386.4447599999,1005530.0
2016-08-29,0,796362.44,125600.79,1086360.99518,32331.59272,1915055.0278999999,1194300.0
2016-08-30,1,857535.74,114868.31,1169670.53057,33184.42933,2060390.6999,1284920.0
2016-08-31,2,879367.5700000001,117182.26,1244229.10173,33231.32069,2156827.99242,1345040.0
2016-09-01,3,927425.39,103157.84,1371501.84052,32120.5816,2331047.81212,1453670.0
2016-09-02,4,896795.19,113984.22,1309254.70371,32410.721890000004,2238460.6156,1395970.0
2016-09-03,5,782819.17,117938.84,1068226.11223,32932.38827,1883977.6705,1174890.0
2016-09-04,6,691782.93,130648.14,892146.24111,36329.08116,1620258.25227,1010450.0
2016-09-05,0,649416.05,123986.56,856702.19647,34491.52599,1540609.7724600001,960780.0
2016-09-06,1,822526.79,114513.04999999999,1101053.75506,33931.76038000001,1957512.30544,1220760.0
2016-09-07,2,902413.16,42316.24,1335360.55063,34236.55422,2272010.26485,1416860.0
2016-09-08,3,889812.73,109618.65000000001,1313718.65596,34699.606400000004,2238230.99236,1395800.0
2016-09-09,4,855268.73,117418.16,1236448.79433,34007.95884,2125725.48317,1325670.0
2016-09-10,5,786603.75,113478.33,1080478.35547,33307.51915000001,1900389.6246200001,1185130.0
2016-09-11,6,733661.16,114987.75,1009424.79134,32988.071760000006,1776074.0231,1107620.0
2016-09-12,0,827621.23,98867.28,1206325.7245,33714.88784,2067661.84234,1289440.0
2016-09-13,1,837795.68,83164.9,1158596.76369,33782.29417,2030174.73786,1266080.0
2016-09-14,2,808905.43,122401.61,1071624.30797,34383.08972,1914912.82769,1194200.0
2016-09-15,3,753932.5,126917.97,936434.87252,36543.022990000005,1726910.39551,1076990.0
2016-09-16,4,711078.94,126055.68,883791.71312,39447.35660000001,1634318.00972,1019230.0
2016-09-17,5,671719.66,126403.19,836387.19556,36396.48749000001,1544503.34305,963200.0
2016-09-18,6,675644.9,123231.03,867267.08862,36258.74412,1579170.73274,984840.0
2016-09-19,0,779212.67,91825.33,969145.53993,34541.348060000004,1782899.5579900001,1111860.0
2016-09-20,1,822691.45,50158.01,1107892.77258,35115.76722,1965699.9898,1225870.0
2016-09-21,2,846520.74,95933.05,1208700.12154,34895.963970000004,2090116.8255099999,1303470.0
2016-09-22,3,856043.78,68582.93000000001,1231893.29457,36534.23086,2124471.30543,1324880.0
2016-09-23,4,708627.41,123738.99,823896.21836,42627.17695,1575150.80531,982300.0
2016-09-24,5,635383.13,132514.89,683103.28749,42864.56446,1361350.98195,849020.0
2016-09-25,6,626266.91,125929.66,748699.24136,37817.88184,1412784.0332,881050.0
2016-09-26,0,717616.89,63918.44,894590.83747,35760.523420000005,1647968.25089,1027730.0
2016-09-27,1,726141.24,89457.26,842017.56086,39453.21802,1607612.01888,1002570.0
2016-09-28,2,772147.49,93109.5,988946.07408,36900.56961,1797994.13369,1121290.0
2016-09-29,3,804194.91,78657.63,1059587.83268,35077.66799,1898860.41067,1184170.0
2016-09-30,4,773452.13,104634.0,1062172.79251,35435.21461,1871060.13712,1166860.0
2016-10-01,5,717189.79,107414.93000000001,919475.54682,36566.46867,1673231.80549,1043460.0
2016-10-02,6,662571.4299999999,45680.42,859779.07909,41642.45839000001,1563992.96748,975360.0
2016-10-03,0,688110.99,127250.37,856258.73794,47908.31637000001,1592278.04431,993000.0
2016-10-04,1,669435.53,119572.05,686831.0613,47794.01868,1404060.60998,875640.0
2016-10-05,2,680102.83,115894.9,713942.34818,44001.67994,1438046.85812,896830.0
2016-10-06,3,687217.18,111945.69,745895.77032,40528.788590000004,1473641.73891,919040.0
2016-10-07,4,681540.99,107212.81,773578.0069800001,42905.5944,1498024.59138,934240.0
2016-10-08,5,683921.77,100482.13,833798.0856700001,37721.168410000006,1555441.0240800001,970030.0
2016-10-09,6,651385.84,101507.97,825451.5061,37668.41563,1514505.76173,944510.0
2016-10-10,0,679869.99,92664.33,863688.08391,36941.59955,1580499.67346,985660.0
2016-10-11,1,689887.59,105575.27,806938.68633,37911.664560000005,1534737.94089,957130.0
2016-10-12,2,691301.64,90091.52,762453.4194499999,44751.9417,1498507.00115,934550.0
2016-10-13,3,690418.9400000001,106557.40000000001,758145.93853,46832.745800000004,1495397.62433,932590.0
2016-10-14,4,690577.91,107600.36,774523.37658,42436.6808,1507537.96738,940150.0
2016-10-15,5,660117.7,108001.15,715712.48945,41320.080290000005,1417150.26974,898280.0
2016-10-16,6,618155.1900000001,98312.36,695825.7888,41378.69449,1355359.67329,845230.0
2016-10-17,0,674402.68,106844.6,770230.06917,44549.72271,1489182.47188,928710.0
2016-10-18,1,687055.92,102293.55,759394.5087,44461.80141,1490912.2301100001,929780.0
2016-10-19,2,686996.47,103505.66,752751.52876,45815.789430000004,1485563.78819,926460.0
2016-10-20,3,702325.78,102616.73,817562.66408,45332.22228,1565220.66636,976130.0
2016-10-21,4,706878.01,88178.35,842868.07697,38506.598690000006,1588252.68566,990480.0
2016-10-22,5,682775.62,82445.76,815499.76773,35775.17697,1534050.5647,956680.0
2016-10-23,6,637521.57,74514.24,765580.94687,36598.70648,1439701.2233499999,897860.0
2016-10-24,0,692885.4,45135.11,860565.16376,36932.807420000005,1590383.37118,991800.0
2016-10-25,1,754942.8200000001,95057.18,1018968.2763500001,37598.078590000005,1811509.17494,1129720.0
2016-10-26,2,741311.17,94675.21,1040838.67051,36162.03069,1818311.8712,1133980.0
2016-10-27,3,741370.27,76152.35,1075175.00083,33673.8579,1850219.12873,1153840.0
2016-10-28,4,726327.09,66030.12,1029290.1438,34602.89297,1790220.12677,1116440.0
2016-10-29,5,658348.26,94745.88,927213.40403,36504.923760000005,1622066.58779,1011580.0
2016-10-30,6,628521.32,76921.75,899399.45572,36249.95199,1564170.72771,975440.0
2016-10-31,0,676084.99,75998.95,953128.59438,40666.53196,1669880.11634,1041390.0
2016-11-01,1,669479.05,89095.5,856437.64773,44414.910050000006,1570331.60778,979320.0
2016-11-02,2,660288.34,88782.05,822070.05128,42911.45582,1525269.8471,951220.0
2016-11-03,3,671531.86,65273.68,869256.16314,42398.58157,1583186.6047099999,987300.0
2016-11-04,4,641487.53,77920.62,777354.20988,44356.29585,1463198.0357300001,912500.0
2016-11-05,5,613436.05,96156.3,656535.93983,43688.09397,1313660.0838,819270.0
2016-11-06,6,585419.415,84583.76,626481.24048,42512.87926,1254413.53474,798805.0
2016-11-07,0,640601.79,92457.3,710950.50662,42571.493460000005,1394123.79008,869430.0
2016-11-08,1,671798.86,92789.32,754547.59032,41100.27704,1467446.72736,915150.0
2016-11-09,2,665230.99,95926.06,726636.4673,46809.30012,1438676.7574200002,897210.0
2016-11-10,3,649452.34,88138.8,688719.51445,46566.051190000006,1384737.90564,863560.0
2016-11-11,4,575095.09,86263.31,600061.46614,39177.73128,1214334.28742,757340.0
2016-11-12,5,597565.08,74628.95,628049.64663,39819.55677,1265434.2834,789170.0
2016-11-13,6,562381.4,81989.4,587214.28718,40115.55848,1189711.24566,741950.0
2016-11-14,0,626257.43,83867.89,660149.55182,46759.478050000005,1333166.4598700001,831410.0
2016-11-15,1,650280.03,84230.58,664612.09727,51920.458360000004,1366812.58563,852390.0
2016-11-16,2,631802.47,42276.07,614869.97049,51480.85186,1298153.29235,809570.0
2016-11-17,3,608322.95,91605.31999999999,543624.20231,61533.18716000001,1213480.33947,756780.0
2016-11-18,4,601928.84,85268.0,513795.15368,71931.34624000001,1187655.33992,740700.0
2016-11-19,5,579758.11,84215.91,564421.3839199999,62643.926250000004,1206823.42017,752630.0
2016-11-20,6,548093.83,15571.41,527255.73261,57283.657660000004,1132633.22027,706370.0
2016-11-21,0,601449.32,54702.689999999995,562973.71638,62523.76714,1226946.80352,765200.0
2016-11-22,1,602197.73,83107.19,491747.11585,62790.46175,1156735.3076,721400.0
2016-11-23,2,583687.37,85791.08,510035.55102,60275.91257,1153998.83359,719680.0
2016-11-24,3,500844.18,81166.22,433294.32966,60399.00239,994537.51205,620250.0
2016-11-25,4,501580.02999999997,80697.99,460014.73716,59059.66792000001,1020654.43508,636500.0
2016-11-26,5,532650.01,18534.77,479824.97823,58086.6722,1070561.66043,667650.0
2016-11-27,6,498189.62,69602.93,380722.53019,67901.61999,946813.77018,590480.0
2016-11-28,0,549095.74,44391.54,343773.42057,73886.12981000001,966755.29038,602910.0
2016-11-29,1,578239.96,88363.25,341818.07408,79850.12466,999908.15874,623630.0
2016-11-30,2,584943.65,83244.3,326948.44427,83988.28718000001,995880.38145,621100.0
2016-12-01,3,581520.34,62324.78,316794.51357,85752.5746,984067.42817,613730.0
2016-12-02,4,558865.28,45263.270000000004,317291.53601,82221.06905,958377.88506,597710.0
2016-12-03,5,544965.97,72748.57,376757.46439,77581.75512,999305.18951,623230.0
2016-12-04,6,513659.66,77236.53,370404.17974,76046.06308,960109.90282,598780.0
2016-12-05,0,552776.56,73301.98,360610.14365,83249.74826000001,996636.4519100001,621570.0
2016-12-06,1,580721.48,57919.52,360516.20457999996,77429.3582,1018667.04278,635330.0
2016-12-07,2,582548.13,65369.96,395920.08508,77514.34879,1055982.56387,658570.0
2016-12-08,3,578992.38,77263.94,392597.29382,78276.33339,1049866.00721,654750.0
2016-12-09,4,565574.79,72667.4,421726.91666,74900.15547000001,1062201.86213,662470.0
2016-12-10,5,530120.44,71775.08,405948.70506999997,73045.01604,1009114.16111,629340.0
2016-12-11,6,498332.86,67260.78,417938.19324,67605.61828000001,983876.67152,613610.0
2016-12-12,0,547613.75,68146.17,460733.54162,68813.07080000002,1077160.3624200001,671770.0
2016-12-13,1,570729.99,61019.78,417407.37243,67828.35224000001,1055965.71467,658550.0
2016-12-14,2,572154.78,64188.35,357473.71822,66688.30605,996316.8042700001,621390.0
2016-12-15,3,573903.45,49776.049999999996,371214.60205,65293.28809,1010411.34014,630130.0
2016-12-16,4,551897.655,38346.54,381889.68181,62810.976720000006,996598.31353,625695.0
2016-12-17,5,508769.91,77722.4,251079.54442,85189.87828,845039.3327,527010.0
2016-12-18,6,479354.05,80118.94,213066.01475,88894.29572000001,781314.36047,487300.0
2016-12-19,0,530246.4,67668.28,281322.75497,82241.58402000001,893810.73899,557460.0
2016-12-20,1,558704.9,51742.43,339515.74037,73610.64307,971831.28344,606080.0
2016-12-21,2,552409.62,15523.07,354426.69493,66146.1247,972982.43963,606820.0
2016-12-22,3,557116.51,39501.91,378360.93503,68631.36678000001,1004108.81181,626200.0
2016-12-23,4,531779.87,21461.82,292320.69533,72690.40013000001,896790.96546,559310.0
2016-12-24,5,483753.98,14328.960000000001,206523.93754,81374.09386000001,771652.0114000001,481270.0
2016-12-25,6,454827.36,70203.55,172614.14898,90764.08870000001,718205.59768,447920.0
2016-12-26,0,483536.21,75425.31999999999,170647.79428,86013.40779,740197.41207,461620.0
2016-12-27,1,484082.7,73251.85,211657.17489,75714.89285,771454.76774,481140.0
2016-12-28,2,524400.21,39044.950000000004,236313.66611,77918.78677,838632.66288,523030.0
2016-12-29,3,533201.02,67298.67,311197.84113,72244.93221000001,916643.7933400001,571680.0
2016-12-30,4,530907.96,64167.619999999995,320154.72570999997,71093.16318,922155.84889,575090.0
2016-12-31,5,504313.55,29249.94,285209.77853999997,74003.35821,863526.68675,538560.0
2017-01-01,6,466164.5,19480.48,231322.90243,80755.71405000001,778243.11648,485360.0
2017-01-02,0,464262.27,40989.76,201472.57595,79378.28035,745113.1263,464740.0
2017-01-03,1,532904.79,42981.93,243249.4363,83621.94843,859776.17473,536210.0
2017-01-04,2,545260.61,71682.35,273027.94564,79243.46769,897532.02333,559760.0
2017-01-05,3,550616.34,67666.6,284345.5813,75583.01090000001,910544.9322,567850.0
2017-01-06,4,541650.66,76595.81,297313.60438,77570.03228000001,916534.29666,571600.0
2017-01-07,5,516288.01,45229.73,255176.53289,83059.25211000002,854523.795,532920.0
2017-01-08,6,500620.75,60423.14,307906.87872,70791.30005,879318.92877,548400.0
2017-01-09,0,566289.28,18868.2,324329.19369,70937.83555,961556.30924,599690.0
2017-01-10,1,588843.82,63308.58,331971.52918,72004.61399,992819.96317,619180.0
2017-01-11,2,578743.25,53985.229999999996,304757.33488,73235.51219000001,956736.09707,596680.0
2017-01-12,3,585910.13,67645.62,317991.27833,72318.19996,976219.60829,608840.0
2017-01-13,4,582785.19,15794.720000000001,329181.38757,69604.3625,981570.94007,612160.0
2017-01-14,5,537050.85,34402.38,307283.1036,64247.024620000004,908580.97822,566660.0
2017-01-15,6,503993.08,20513.02,265051.63583,69003.56695000001,838048.28278,522640.0
2017-01-16,0,497068.43,61799.25,245220.71480000002,72731.43007,815020.57487,508320.0
2017-01-17,1,574329.51,46397.049999999996,273691.56837,81807.83894000002,929828.91731,579920.0
2017-01-18,2,589672.01,81936.85,293425.84223999997,79753.41123000001,962851.26347,600520.0
2017-01-19,3,580191.62,19924.43,255997.26001,81526.49078000001,917715.37079,572360.0
2017-01-20,4,568199.82,10490.36,234280.66426,87584.26835000001,890064.75261,555130.0
2017-01-21,5,523149.15,73264.54000000001,228038.48164,85799.46596,836987.0976,522000.0
2017-01-22,6,500554.9,45825.81,224632.23197,85570.87058,810758.00255,505670.0
2017-01-23,0,560801.79,17607.91,264807.66154,83120.79702,908730.24856,566740.0
2017-01-24,1,575924.3099999999,74905.31999999999,212788.73447,87467.03995,876180.08442,546450.0
2017-01-25,2,579968.57,84844.6,207442.05039,96865.82692,884276.44731,551550.0
2017-01-26,3,576092.3,85830.85,202001.42724,99529.84231,877623.56955,547360.0
2017-01-27,4,568100.0,90844.27,208999.51867,105420.56941000001,882520.08808,550400.0
2017-01-28,5,517495.2,87737.86,216517.84474,94861.22128000001,828874.26602,516960.0
2017-01-29,6,508568.73,89057.78,263392.73727,78091.69866000001,850053.16593,530150.0
2017-01-30,0,578108.18,99165.34999999999,338240.33548999997,76101.74657,992450.26206,618940.0
2017-01-31,1,598121.14,101456.43,341986.60872,74961.70038000001,1015069.4491,633080.0
2017-02-01,2,585979.55,100789.78,357897.72774,73730.80218000001,1017608.07992,634660.0
2017-02-02,3,603734.26,79611.83,367498.04747,72971.74829,1044204.05576,651250.0
2017-02-03,4,576891.83,57826.68,336193.68768,68886.33855,981971.85623,620925.0
2017-02-04,5,550087.54,104516.37,314651.71098,68880.47713,933619.72811,582280.0
2017-02-05,6,473224.37,92544.86,314557.91259,68971.32914,856753.61173,534330.0
2017-02-06,0,543701.26,27912.13,318968.75814,72930.71835000001,935600.73649,583480.0
2017-02-07,1,603390.51,95262.23999999999,366555.21011,67863.52076,1037809.24087,647240.0
2017-02-08,2,621555.08,96668.98000000001,432533.46188,63074.740620000004,1117163.2825,696740.0
2017-02-09,3,644589.5599999999,93219.42,502341.72664999997,57057.992990000006,1203989.27964,750890.0
2017-02-10,4,620455.2,89293.70999999999,521960.15054,54490.69103000001,1196906.04157,746440.0
2017-02-11,5,590556.67,64211.6,454627.57241,53971.95536000001,1099156.19777,685500.0
2017-02-12,6,548187.53,45833.85,413453.20933,57137.122160000006,1018777.86149,635380.0
2017-02-13,0,602483.02,71054.56,455903.99722,58016.33516000001,1116403.35238,696250.0
2017-02-14,1,622883.27,85369.89,452449.59982,59475.828740000004,1134808.69856,707730.0
2017-02-15,2,619347.29,112951.66,451234.12462,65454.47714000001,1136035.89176,708500.0
2017-02-16,3,617071.12,104370.31,434660.78966999997,66955.00066,1118686.91033,697670.0
2017-02-17,4,601183.73,73489.42,435865.43251,65348.971580000005,1102398.13409,687520.0
2017-02-18,5,560916.58,16373.380000000001,337802.89103,68581.54471,967301.01574,603270.0
2017-02-19,6,512901.35,36855.86,261986.28897,73009.84752000001,847897.48649,528820.0
2017-02-20,0,585758.63,100481.73,367021.63465,69053.38902,1021833.65367,637290.0
2017-02-21,1,625107.78,115974.69,444043.16091,64513.71923,1133664.66014,707000.0
2017-02-22,2,631804.68,90483.0,493550.24658,59903.712400000004,1185258.63898,739170.0
2017-02-23,3,602847.55,127259.35,333920.47473,82643.09129000001,1019411.11602,635770.0
2017-02-24,4,583255.51,126433.7,288981.58519,84515.81498000001,956752.91017,596690.0
2017-02-25,5,548139.86,124020.91,281848.26511,80234.04767,910222.17278,567660.0
