,Día de la semana,Electricidad (kW),Fotovoltaica (kW),Refrigeración (kW),Calefacción (kWh),Energía total (kWh),Emisión (kg CO₂)
2019-11-12,1,635414.14,89035.39,625387.80518,45976.978480000005,1306778.9236599999,814960.0
2019-11-13,2,610414.29,87072.73,525642.23852,50501.99472,1186558.52324,740000.0
2019-11-14,3,610965.66,85690.77,529066.07319,50962.11619,1190993.84938,742760.0
2019-11-15,4,607229.51,73107.53,541414.6118900001,50548.886080000004,1199193.00797,747890.0
2019-11-16,5,576197.49,58282.23,489579.4129,51334.316360000004,1117111.21926,696680.0
2019-11-17,6,557650.9,87809.9,490913.27032,50745.243650000004,1099309.41397,685570.0
2019-11-18,0,606013.28,85423.49,539047.31919,54710.494280000006,1199771.09347,748220.0
2019-11-19,1,604378.97,21560.329999999998,457420.17592,56228.602060000005,1118027.74798,697270.0
2019-11-20,2,623719.1900000001,35714.17,503709.48795,55475.40959,1182904.08754,737730.0
2019-11-21,3,586887.47,46755.85,347522.5074,61005.659360000005,995415.63676,620800.0
2019-11-22,4,580983.82,84232.81,350055.97835,61964.00153000001,993003.79988,619300.0
2019-11-23,5,540642.22,84008.2,348451.31193,59212.06484000001,948305.5967700001,591410.0
2019-11-24,6,521030.89,67324.93,348836.73996000004,56858.704710000005,926726.33467,577970.0
2019-11-25,0,551866.74,58631.0,353428.00761,61750.059700000005,967044.8073100001,603120.0
2019-11-26,1,558907.67,89598.3,307352.56435,77397.12039000001,943657.35474,588530.0
2019-11-27,2,541729.5,52083.22,338715.27116999996,68543.44548000001,948988.2166500001,591850.0
2019-11-28,3,495714.68,41107.01,357003.53049,52998.95964000001,905717.17013,564880.0
2019-11-29,4,477202.15,45466.39,281158.33522,66108.02547000001,824468.51069,514200.0
2019-11-30,5,443091.22,86159.55,267588.65895,64135.657640000005,774815.53659,483210.0
2019-12-01,6,434610.82,83336.64,282145.06474,62520.83643000001,779276.72117,486000.0
2019-12-02,0,521126.19,50296.64,343819.88014,64349.59947,929295.66961,579570.0
2019-12-03,1,562456.46,49368.740000000005,350920.84382,64545.95704000001,977923.26086,609910.0
2019-12-04,2,550588.44,57585.729999999996,443496.8653,57632.412150000004,1051717.7174499999,655890.0
2019-12-05,3,564999.52,67601.81999999999,445302.42276,56800.09051,1067102.03327,665510.0
2019-12-06,4,556434.77,48356.04,414894.30008,59074.32147,1030403.3915500001,642620.0
2019-12-07,5,526750.43,42358.659999999996,385903.00085,58526.2787,971179.70955,605680.0
2019-12-08,6,490535.72,11825.15,391108.51255,59056.73721000001,940700.96976,586670.0
2019-12-09,0,536338.47,42963.95,388110.16454,65785.64737,990234.28191,617560.0
2019-12-10,1,550001.91,80190.07,343182.38872,68473.10844000001,961657.4071600001,599740.0
2019-12-11,2,541433.87,69656.03,353048.83984,68458.45489000001,962941.16473,600570.0
2019-12-12,3,535845.49,72486.38,347905.8604,69035.80476000001,952787.15516,594200.0
2019-12-13,4,526901.97,77470.44,350862.67264,68391.04856000001,946155.6912,590080.0
2019-12-14,5,478155.79,65778.09,338290.90995,64402.35225000001,880849.0522,549320.0
2019-12-15,6,468277.48,78559.92,297410.49773,71743.78080000001,837431.75853,522260.0
2019-12-16,0,530818.36,80229.58,282568.4412,87311.71232,900698.51352,561750.0
2019-12-17,1,533673.69,85216.79000000001,264542.69076,95022.41033,893238.79109,557080.0
2019-12-18,2,538812.02,73116.25,287146.13323,87203.27605000001,913161.42928,569490.0
2019-12-19,3,524930.63,78045.48,283424.76036,83173.54980000001,891528.94016,555990.0
2019-12-20,4,520797.08999999997,80904.53,294961.50512,82634.29916000001,898392.89428,560300.0
2019-12-21,5,479188.03,74835.48,302232.48058,73765.9707,855186.48128,533370.0
2019-12-22,6,469287.18,47068.59,322838.93528,71219.18371000001,863345.29899,538420.0
2019-12-23,0,492622.9,11889.789999999999,286003.63578,74577.77737000001,853204.3131500001,532110.0
2019-12-24,1,467597.6,14107.08,248203.20114,69566.26327000001,785367.06441,489820.0
2019-12-25,2,470433.23,42158.27,219355.25483,74387.28122,764175.76605,476600.0
2019-12-26,3,498450.84,48586.17,230368.74033,84383.93303,813203.51336,507160.0
2019-12-27,4,501367.64,15088.17,212414.52567,89011.52412,802793.68979,500710.0
2019-12-28,5,459493.99,69244.81,202236.43318,90292.24439,752022.66757,469030.0
2019-12-29,6,467353.04,81359.93,211840.90297,95347.71914,774541.66211,483070.0
2019-12-30,0,528113.79,25765.600000000002,229856.20792,96432.08184000001,854402.07976,532850.0
2019-12-31,1,486457.86,28441.88,212671.5832,85450.71147000001,784580.15467,489330.0
2020-01-01,2,464831.83,58573.83,203345.23777,83668.83979000001,751845.90756,468920.0
2020-01-02,3,502057.03,77651.41,238062.42402,84970.07503,825089.52905,514570.0
2020-01-03,4,517700.36,77010.33,254833.41437,90755.29657,863289.07094,538390.0
2020-01-04,5,456892.6,82609.55,254992.38277,82514.14005,794399.12282,495430.0
2020-01-05,6,468037.95,84631.25,256870.39043,79161.40781,804069.74824,501460.0
2020-01-06,0,518371.13,86219.75,290408.01005,84492.3693,893271.5093500001,557110.0
2020-01-07,1,522513.46,81056.97,335996.70051,82250.37615000001,940760.53666,586720.0
2020-01-08,2,496482.8,79107.88,290200.04984,79357.76538000001,866040.61522,540140.0
2020-01-09,3,503885.13,59004.53,269978.91766,85266.07674,859130.1244,535810.0
2020-01-10,4,532068.99,83968.83,276801.68663999997,85831.70377000001,894702.38041,557990.0
2020-01-11,5,479571.8,76134.84,241083.10498,91728.29229000001,812383.19727,506660.0
2020-01-12,6,482517.41,75426.55,234230.54701,90570.66184,807318.61885,503490.0
2020-01-13,0,549960.45,75648.26000000001,285226.44912,91895.34276000001,927082.24188,578200.0
2020-01-14,1,550483.88,69972.7,306068.26146,86658.16399,943210.30545,588230.0
2020-01-15,2,539429.36,52865.049999999996,330016.00684,80735.19908,950180.56592,592570.0
2020-01-16,3,558205.7,21376.079999999998,310215.96507,74483.99465000001,942905.65972,588050.0
2020-01-17,4,550385.11,75040.21,305499.38671,77133.35649,933017.8532,581880.0
2020-01-18,5,503096.82,76418.48,304791.34427,71028.68756,878916.85183,548180.0
2020-01-19,6,501763.63,76108.37999999999,345188.16899,66427.47286000001,913379.27185,569650.0
2020-01-20,0,513618.83999999997,36144.6,379218.41479999997,59789.414710000005,952626.66951,594110.0
2020-01-21,1,562202.47,14466.830000000002,324976.18101,66919.83214000001,954098.48315,595070.0
2020-01-22,2,558917.62,78803.11,345912.35446,67886.96644,972716.9408999999,606620.0
2020-01-23,3,553656.03,92561.56999999999,344799.2943,68980.12127,967435.4455700001,603330.0
2020-01-24,4,550446.77,79670.24,366533.36954,66518.32487000001,983498.46441,613380.0
2020-01-25,5,531393.9,89260.7,332290.20454999997,69580.91682000001,933265.02137,582070.0
2020-01-26,6,509128.63,88987.7,330698.5862,68446.73205,908273.94825,566450.0
2020-01-27,0,552861.1,94624.92,384140.87834,67558.72692,1004560.70526,626520.0
2020-01-28,1,564770.08,93680.24,337905.37640999997,72549.72605000001,975225.18246,608190.0
2020-01-29,2,541280.27,46268.08,289937.43545,79220.02201,910437.72746,567810.0
2020-01-30,3,533140.17,81652.56999999999,308501.35723,78513.72090000001,920155.24813,573880.0
2020-01-31,4,547785.89,97754.12,329256.22933,79533.60798000002,956575.72731,596600.0
2020-02-01,5,525903.24,95603.18,345026.59801,73815.79277,944745.63078,589200.0
2020-02-02,6,501575.15,98799.52,344340.95886,67107.39758,913023.50644,569420.0
2020-02-03,0,548004.74,63872.62,311288.01701,85119.54124,944412.29825,589010.0
2020-02-04,1,563642.67,105439.85,239788.74347,108943.28283000001,912374.6963,569040.0
2020-02-05,2,568775.15,80249.28,222791.99689,110710.50096,902277.6478500001,562740.0
2020-02-06,3,561978.9,102688.33,234616.81912,106217.72253,902813.44165,563060.0
2020-02-07,4,563707.92,104930.15,268782.22323999996,93759.27432000001,926249.41756,577680.0
2020-02-08,5,528162.49,103772.37,292854.89246,80272.1469,901289.52936,562120.0
2020-02-09,6,504133.87,76216.42,302390.28836999997,74387.28122,880911.43959,549370.0
2020-02-10,0,551668.26,70729.27,344455.64823,75940.55752,972064.46575,606250.0
2020-02-11,1,567825.45,77322.81,286531.29128999996,83923.81156,938280.55285,585210.0
2020-02-12,2,565239.98,106512.04000000001,281244.22036,84401.51729,930885.71765,580560.0
2020-02-13,3,560817.41,107681.83,299685.46918,82593.26922,943096.1484,588160.0
2020-02-14,4,555712.3,101800.97,321324.44474,76640.99721,953677.74195,594780.0
2020-02-15,5,533744.93,110287.6,308882.6352,73613.57378,916241.13898,571440.0
2020-02-16,6,509460.09,108806.39,316891.72345,73182.75941,899534.5728600001,561000.0
2020-02-17,0,564680.28,108140.89,375903.50162,70146.54385,1010730.32547,630370.0
2020-02-18,1,593920.19,104122.03,410091.94209,66503.67132000001,1070515.80341,667630.0
2020-02-19,2,599420.17,101986.95,446162.46994,64528.372780000005,1110111.01272,692340.0
2020-02-20,3,599257.07,101986.0,469494.98651,64443.382190000004,1133195.4387,706700.0
2020-02-21,4,593431.22,72161.93,495209.28582,58300.614030000004,1146941.11985,715310.0
2020-02-22,5,566983.71,34973.75,426446.66031999997,66500.74061000001,1059931.11093,661040.0
2020-02-23,6,516245.78,80801.83,316337.51459,71752.57293000001,904335.86752,563990.0
2020-02-24,0,565481.51,115270.91,386286.84623,69595.57037,1021363.9266,636940.0
2020-02-25,1,572265.01,124672.34999999999,355465.72224,79416.37958000001,1007147.11182,628100.0
2020-02-26,2,555721.23,124961.85,311715.227,88903.08785000001,956339.5448500001,596420.0
2020-02-27,3,562709.43,111262.0,379883.69052,77511.41808,1020104.5386,636220.0
2020-02-28,4,555311.15,62596.8,405680.11178,66656.06824000001,1027647.33002,640880.0
2020-02-29,5,538453.29,111409.66,408248.89341,64138.588350000005,1010840.77176,630400.0
2020-03-01,6,506985.28,120003.93,391723.28414999996,63470.386470000005,962178.95062,600070.0
2020-03-02,0,541816.95,95809.31999999999,381730.74858,66919.83214000001,990467.53072,617720.0
2020-03-03,1,571755.36,119561.87,407917.94370999996,64812.65165000001,1044485.95536,651410.0
2020-03-04,2,570321.94,121500.40000000001,400654.28361,62418.261580000006,1033394.4851899999,644470.0
2020-03-05,3,585418.72,118609.82,469396.93255,58790.04260000001,1113605.69515,694500.0
2020-03-06,4,583741.65,118632.94,529630.72754,55167.685040000004,1168540.06258,728760.0
2020-03-07,5,542259.81,123085.52,485410.99416,53450.288980000005,1081121.09314,674240.0
2020-03-08,6,499265.35,97978.95,430493.35569,55249.744920000005,985008.4506099999,614300.0
2020-03-09,0,525594.68,114677.81,439101.74074,55340.59693000001,1020037.01767,636140.0
2020-03-10,1,542000.74,42231.36,459371.05582,54010.05459000001,1055381.85041,658190.0
2020-03-11,2,559351.34,20854.18,516177.0771,58520.41728,1134048.83438,707230.0
2020-03-12,3,555615.75,31909.72,531415.32368,57093.161510000005,1144124.23519,713510.0
2020-03-13,4,531303.87,82263.20999999999,344343.20974,69662.9767,945310.05644,589550.0
2020-03-14,5,493484.16,126256.74,362294.54046,62183.804780000006,917962.50524,572480.0
2020-03-15,6,495980.55,126513.93,404715.22283,56706.307790000006,957402.08062,597090.0
2020-03-16,0,548296.0700000001,120917.12,445913.95872,56196.364250000006,1050406.39297,655100.0
2020-03-17,1,521216.05,118422.42,422449.76567,54083.32234,997749.13801,622240.0
2020-03-18,2,513821.41,51361.44,332535.76149,66509.53274000001,912866.70423,569320.0
2020-03-19,3,499668.93,99486.73,297015.89033,71321.75856,868006.57889,541320.0
2020-03-20,4,509449.99,117783.34,339343.86458,65325.52590000001,914119.38048,570110.0
2020-03-21,5,492212.93,131692.57,362913.39178,55273.1906,910399.51238,567760.0
2020-03-22,6,467481.32,92517.53,364673.1579,57040.40873,889194.88663,554560.0
2020-03-23,0,500280.10000000003,124587.18000000001,430139.93236,54054.01524000001,984474.0476,613970.0
2020-03-24,1,502886.12,134694.11000000002,429571.58516,56480.64312000001,988938.34828,616750.0
2020-03-25,2,510437.47000000003,96795.64,425007.53909,55211.645690000005,990656.65478,617830.0
2020-03-26,3,494126.82,102264.76,370330.67444,57793.601200000005,922251.09564,575170.0
2020-03-27,4,479831.96,122291.62,298184.83561999997,68909.78423,846926.57985,528200.0
2020-03-28,5,470601.81,137669.84,311322.20225,65527.74489000001,847451.75714,528510.0
2020-03-29,6,460046.37,136555.97,360953.61387,59370.32318000001,880370.30705,549030.0
2020-03-30,0,501269.95,137037.13,396581.80863,58722.63627,956574.3949,596560.0
2020-03-31,1,513444.42,89511.17,417108.74396,53429.77401,983982.93797,613660.0
2020-04-01,2,521126.51,117443.76000000001,463251.71362,49602.26675,1033980.49037,644850.0
2020-04-02,3,527058.15,135813.81,457630.21116,51161.40447,1035849.7656299999,646010.0
2020-04-03,4,523012.5,135323.22,458825.11191,50194.27017,1032031.88208,643620.0
2020-04-04,5,522283.45,136427.45,442136.91174,49719.49515,1014139.8568899999,632480.0
2020-04-05,6,504438.92,135235.07,436230.84881,50692.49087,991362.25968,618290.0
2020-04-06,0,508027.31,137723.55,448816.89052,52635.551600000006,1009479.75212,629570.0
2020-04-07,1,527735.63,134508.68,454591.48799,50926.94767,1033254.06566,644390.0
2020-04-08,2,531852.72,104188.83,435123.83789,48488.59695000001,1015465.15484,633310.0
2020-04-09,3,504334.45,135914.97,355501.63081,53752.15211,913588.23292,569760.0
2020-04-10,4,497599.85,125555.81,375976.90141,53280.3078,926857.05921,578060.0
2020-04-11,5,467941.17,87092.48,318072.45068999997,50188.40875,836202.02944,521490.0
2020-04-12,6,458296.68,130007.35,337861.3084,50203.062300000005,846361.0507,527820.0
2020-04-13,0,479488.99,106292.54,391347.42235999997,48506.18121,919342.59357,573320.0
2020-04-14,1,484239.61,141679.02000000002,404981.88177,54206.41216,943427.90393,588370.0
2020-04-15,2,491475.29,140762.5,418337.58376,56026.38307,965839.25683,602330.0
2020-04-16,3,488343.08999999997,141388.6,428994.76199,54408.63115,971746.48314,606020.0
2020-04-17,4,498963.42,129086.73,439841.92856000003,52714.680770000006,991520.02933,618360.0
2020-04-18,5,458029.43,124937.21,373339.96032,50015.49686000001,881384.88718,549690.0
2020-04-19,6,466398.65,136272.86,402655.45661,45563.74837,914617.85498,570380.0
2020-04-20,0,495596.81,135578.36000000002,466685.5014,45355.667960000006,1007637.97936,628410.0
2020-04-21,1,484482.05,134382.67,457091.09023,43793.59953,985366.73976,614530.0
2020-04-22,2,495483.76,131204.72,470400.68435,42055.688500000004,1007940.1328499999,628570.0
2020-04-23,3,521123.25,130012.03,545881.90529,42208.08542,1109213.24071,691740.0
2020-04-24,4,538819.37,126129.93,601616.64837,40974.25651000001,1181410.27488,736770.0
2020-04-25,5,555334.78,133831.74,596900.84375,40429.14445,1192664.7682,743770.0
2020-04-26,6,540539.13,122952.05,616044.57815,38896.38312,1195480.09127,745550.0
2020-04-27,0,544404.61,117151.64,671462.96708,39391.67311,1255259.25019,782830.0
2020-04-28,1,555909.15,131966.34,654891.03893,40385.183800000006,1251185.37273,780300.0
2020-04-29,2,568466.0599999999,129106.02,672224.22173,38664.85703000001,1279355.13876,797870.0
2020-04-30,3,569253.51,92053.15,673715.18354,38802.6004,1281771.29394,799360.0
2020-05-01,4,557429.74,132770.8,661984.01902,40810.136750000005,1260223.89577,785910.0
2020-05-02,5,561172.89,134778.91,631817.93628,41220.43615,1234211.2624300001,769710.0
2020-05-03,6,534833.74,136457.39,611747.8240799999,41106.13846,1187687.70254,740680.0
2020-05-04,0,555191.33,137637.05,650965.53938,41375.76378000001,1247532.63316,778010.0
2020-05-05,1,576694.79,130980.05,692539.43366,41513.507150000005,1310747.73081,817430.0
2020-05-06,2,574785.05,129028.99,728050.09028,42041.03495,1344876.17523,838690.0
2020-05-07,3,582729.52,130699.98,739485.1234,42621.31553,1364835.95893,851150.0
2020-05-08,4,595402.6,122287.7,764673.91257,40291.40108,1400367.91365,873310.0
2020-05-09,5,600191.57,114828.41,732540.98275,37117.44215,1369849.9949,854270.0
2020-05-10,6,565519.8,86309.54000000001,711933.19159,39464.94086,1316917.93245,821300.0
2020-05-11,0,564380.85,137857.58,756675.30498,40733.938290000006,1361790.09327,849240.0
2020-05-12,1,559176.8099999999,141282.63,688293.95745,41446.10082,1288916.86827,803830.0
2020-05-13,2,540026.69,138814.25,642724.04777,39936.78517,1222687.52294,762520.0
2020-05-14,3,526604.5599999999,120965.92,627356.90314,38993.09655,1192954.55969,743960.0
2020-05-15,4,536902.68,132737.46,638215.11309,39198.246250000004,1214316.03934,757290.0
2020-05-16,5,557583.43,127328.37,653175.1298,37999.58586,1248758.14566,778750.0
2020-05-17,6,547810.27,131723.55,677872.94577,39737.49689,1265420.71266,789170.0
2020-05-18,0,551445.67,141723.09,709253.37827,40435.00587,1301134.05414,811430.0
2020-05-19,1,543649.48,149371.51,643388.05737,43019.89209,1230057.42946,767100.0
2020-05-20,2,509510.27,153473.58,563251.73523,46812.23083,1119574.23606,698200.0
2020-05-21,3,507285.38,151679.26,551765.84629,45850.95795,1104902.18424,689080.0
2020-05-22,4,517178.67,148594.3,576014.99857,44209.760350000004,1137403.42892,709330.0
2020-05-23,5,519200.17,148833.06,564256.15526,42761.989610000004,1126218.3148700001,702350.0
2020-05-24,6,506034.46,149463.72,580478.3881,43063.85274,1129576.70084,704430.0
2020-05-25,0,514711.18,147474.99,617275.66883,43720.33178,1175707.18061,733200.0
2020-05-26,1,576579.74,141785.52,708367.72733,41100.27704,1326047.74437,826990.0
2020-05-27,2,591472.45,138382.53,756082.05742,38087.50716,1385642.01458,864110.0
2020-05-28,3,606798.9,133023.02,796841.4145,36824.37115,1440464.68565,898320.0
2020-05-29,4,620364.84,129509.71,843830.01164,34936.993910000005,1499131.84555,934880.0
2020-05-30,5,615792.64,120417.88,835180.16116,34239.484930000006,1485212.28609,926230.0
2020-05-31,6,577811.66,130308.86,810362.45066,35514.34378,1423688.45444,887840.0
2020-06-01,0,580188.14,129856.79,844465.18184,35710.70135,1460364.02319,910700.0
2020-06-02,1,610597.56,129109.08,877795.43914,35537.78946,1523930.7886,950380.0
2020-06-03,2,618918.1,126078.53,894002.30269,35019.053790000005,1547939.45648,965340.0
2020-06-04,3,618809.84,114055.86,892427.63628,34576.51658,1545813.99286,964010.0
2020-06-05,4,591232.62,81502.03,870381.81416,36601.63719,1498216.07135,934330.0
2020-06-06,5,538022.18,141531.19,668572.37995,35086.46012,1241681.02007,774340.0
2020-06-07,6,501352.03,143464.02,648608.657,37246.393390000005,1187207.08039,740400.0
2020-06-08,0,503302.63,147070.47,649318.17658,44151.14615,1196771.95273,746350.0
2020-06-09,1,517666.81,138166.86000000002,637173.65905,44971.74495,1199812.214,748250.0
2020-06-10,2,543679.65,136607.93,697675.7308,43119.536230000005,1284474.91703,801020.0
2020-06-11,3,561438.67,126570.02,756576.40694,40517.06575,1358532.14269,847220.0
2020-06-12,4,569858.39,130866.48,793060.95603,37222.94771,1400142.29374,873160.0
2020-06-13,5,553445.75,130018.41,710771.632,40429.14445,1304646.52645,813630.0
2020-06-14,6,514874.49,135270.38,698073.01112,41396.278750000005,1254343.77987,782250.0
2020-06-15,0,560663.14,133199.51,794171.13225,38348.34035,1393182.6126,868830.0
2020-06-16,1,585104.39,135010.63,791312.6905,39517.693640000005,1415934.77414,883010.0
2020-06-17,2,577394.05,138517.47,758617.6034,38108.022130000005,1374119.67553,856940.0
